집계일자,입출구구분코드,TCS하이패스구분코드,고속도로운영기관구분코드,영업형태구분코드,1종교통량,2종교통량,3종교통량,4종교통량,5종교통량,6종교통량,총교통량
2024-01-22,0,1,8,1,3236,0,73,58,26,18,3411
2024-01-22,0,1,26,1,5864,119,296,332,216,728,7555
2024-01-22,0,1,44,0,3855,322,586,464,213,699,6139
2024-01-22,0,1,44,1,244,7,10,4,0,53,318
2024-01-22,0,1,42,1,13533,420,580,327,505,890,16255
2024-01-22,0,1,43,1,911,12,30,34,19,20,1026
2024-01-22,0,1,10,0,4650,190,301,266,33,39,5479
2024-01-22,0,1,10,1,406,11,17,35,17,83,569
2024-01-22,0,1,18,0,4352,234,1104,1052,439,34,7215
2024-01-22,0,1,45,0,473,20,226,233,48,45,1045
2024-01-22,0,1,34,0,1742,47,182,483,43,22,2519
2024-01-22,0,1,28,0,4022,126,247,156,70,390,5011
2024-01-22,0,1,37,0,1129,105,509,1119,225,33,3120
2024-01-22,0,1,48,0,992,102,414,227,60,162,1957
2024-01-22,0,1,1,0,2174,125,491,470,171,17,3448
2024-01-22,0,1,49,0,1100,81,233,294,10,5,1723
2024-01-22,0,1,46,0,247,12,106,73,21,40,499
2024-01-22,0,1,11,0,8903,290,920,642,211,352,11318
2024-01-22,0,1,2,0,5449,234,567,400,143,75,6868
2024-01-22,0,2,0,0,2074091,79110,84970,78968,135113,99400,2551652
2024-01-22,0,2,0,1,521886,15136,12285,10041,15368,29173,603889
2024-01-22,0,2,27,1,35842,334,186,338,122,2428,39250
2024-01-22,0,2,8,0,66754,1360,1791,1904,8568,3767,84144
2024-01-22,0,2,8,1,2268,20,17,4,8,109,2426
2024-01-22,0,2,26,1,17907,166,127,17,35,2179,20431
2024-01-22,0,2,44,0,89334,3620,2161,2737,6818,7101,111771
2024-01-22,0,2,44,1,3814,31,130,12,6,250,4243
2024-01-22,0,2,43,1,16707,118,64,36,161,747,17833
2024-01-22,0,2,24,1,1824,60,155,0,0,52,2091
2024-01-22,0,2,10,0,69666,1660,2040,1150,1124,3565,79205
2024-01-22,0,2,10,1,7277,139,94,124,226,476,8336
2024-01-22,0,2,18,0,61051,4689,5825,5224,10528,2852,90169
2024-01-22,0,2,45,0,25834,877,2423,3346,5008,826,38314
2024-01-22,0,2,34,0,48723,1527,1741,953,1958,2094,56996
2024-01-22,0,2,28,0,63552,1505,1074,779,759,4108,71777
2024-01-22,0,2,37,0,12033,642,637,1854,4987,1110,21263
2024-01-22,0,2,48,0,58391,3205,2186,2130,4403,3783,74098
2024-01-22,0,2,1,0,97155,2877,6329,6155,9218,2498,124232
2024-01-22,0,2,49,0,69813,4455,2265,3828,2624,3955,86940
2024-01-22,0,2,46,0,6412,376,418,666,1425,259,9556
2024-01-22,0,2,11,0,103955,3684,3404,2790,2905,5896,122634
2024-01-22,0,2,2,0,89626,3198,2322,3748,6821,3527,109242
2024-01-22,1,1,0,0,175786,7949,28771,24393,7211,22692,266802
2024-01-22,1,1,0,1,36250,1412,3311,2524,1215,5270,49982
2024-01-22,1,1,8,0,6544,233,798,1022,380,992,9969
2024-01-22,1,1,8,1,3279,34,43,60,17,20,3453
2024-01-22,1,1,26,1,8263,109,310,395,286,1148,10511
2024-01-22,1,1,44,0,6168,431,742,574,204,1014,9133
2024-01-22,1,1,44,1,330,7,6,3,2,65,413
2024-01-22,1,1,42,1,13021,388,611,305,470,773,15568
2024-01-22,1,1,43,1,4439,112,287,272,101,675,5886
2024-01-22,1,1,24,1,2152,57,170,0,0,47,2426
2024-01-22,1,1,10,0,4620,152,344,274,43,569,6002
2024-01-22,1,1,10,1,340,12,6,37,9,69,473
2024-01-22,1,1,18,0,3898,275,1512,1020,383,447,7535
2024-01-22,1,1,45,0,593,27,179,214,46,55,1114
2024-01-22,1,1,34,0,1728,51,218,391,55,241,2684
2024-01-22,1,1,28,0,4141,112,242,185,71,621,5372
2024-01-22,1,1,37,0,1124,108,523,626,215,201,2797
2024-01-22,1,1,48,0,1779,131,419,230,103,223,2885
2024-01-22,1,1,1,0,2458,100,495,415,149,231,3848
2024-01-22,1,1,49,0,1203,81,255,308,20,263,2130
2024-01-22,1,1,46,0,283,8,75,73,19,43,501
2024-01-22,1,1,11,0,8762,320,1078,735,265,1229,12389
2024-01-22,1,1,2,0,5359,241,671,404,128,689,7492
2024-01-22,1,2,0,0,2098553,80250,88218,77200,139686,101804,2585711
2024-01-22,1,2,0,1,533208,15171,12454,9695,15169,30097,615794
2024-01-22,1,2,27,1,37684,339,209,354,151,2586,41323
2024-01-22,1,2,8,0,65205,1407,1664,1629,7134,3749,80788
2024-01-22,1,2,8,1,2562,24,13,3,21,138,2761
2024-01-22,1,2,26,1,16077,165,117,19,67,1838,18283
2024-01-22,1,2,44,0,87025,3596,2109,2667,6604,6767,108768
2024-01-22,1,2,44,1,4631,43,134,20,7,310,5145
2024-01-22,1,2,43,1,73169,1356,584,636,1186,3887,80818
2024-01-22,1,2,10,0,70515,1599,1995,1099,1100,3585,79893
2024-01-22,1,2,10,1,5974,119,86,108,133,406,6826
2024-01-22,1,2,18,0,62585,4703,5700,5050,10269,2966,91273
2024-01-22,1,2,45,0,25934,849,2407,3283,5105,849,38427
2024-01-22,1,2,34,0,49717,1499,1709,928,1986,2106,57945
2024-01-22,1,2,28,0,60326,1567,1080,684,703,4049,68409
2024-01-22,1,2,37,0,11941,657,610,1579,5446,1096,21329
2024-01-22,1,2,48,0,58646,3124,2148,2085,4376,3752,74131
2024-01-22,1,2,1,0,96040,2785,6150,5813,9128,2500,122416
2024-01-22,1,2,49,0,69058,4464,2340,3916,2561,3915,86254
2024-01-22,1,2,46,0,6450,356,415,640,1370,242,9473
2024-01-22,1,2,11,0,101910,3541,3321,2711,2690,5804,119977
2024-01-22,1,2,2,0,89387,3196,2345,3661,6713,3605,108907
2024-01-19,0,1,0,0,195297,8142,29632,25126,7416,2287,267900
2024-01-19,0,1,0,1,38549,1668,3227,2605,1053,5391,52493
2024-01-19,0,1,8,0,8456,223,896,933,558,56,11122
2024-01-19,0,1,8,1,3325,0,101,165,20,20,3631
2024-01-19,0,1,26,1,6745,114,296,297,133,877,8462
2024-01-19,0,1,44,0,4801,366,671,481,293,861,7473
2024-01-19,0,1,44,1,309,12,12,2,1,57,393
2024-01-19,0,1,42,1,17281,450,648,348,875,1092,20694
2024-01-19,0,1,43,1,1107,21,23,28,25,19,1223
2024-01-19,0,1,10,0,5549,182,322,209,48,52,6362
2024-01-19,0,1,10,1,385,17,21,41,7,70,541
2024-01-19,0,1,18,0,4396,281,1415,1221,418,31,7762
2024-01-19,0,1,45,0,564,37,232,225,44,40,1142
2024-01-19,0,1,34,0,2224,48,181,305,53,25,2836
2024-01-19,0,1,28,0,4799,172,243,180,61,474,5929
2024-01-19,0,1,37,0,1298,106,548,993,177,43,3165
2024-01-19,0,1,48,0,1190,141,483,301,81,211,2407
2024-01-19,0,1,1,0,2782,192,490,485,140,13,4102
2024-01-19,0,1,49,0,1317,82,287,252,57,13,2008
2024-01-19,0,1,46,0,314,15,122,74,22,55,602
2024-01-19,0,1,11,0,10000,323,998,818,215,341,12695
2024-01-19,0,1,2,0,5698,261,620,490,119,78,7266
2024-01-19,0,2,0,0,2363059,83477,88936,79358,139198,109544,2863572
2024-01-19,0,2,0,1,558210,16194,12769,10674,16279,31280,645406
2024-01-19,0,2,27,1,38696,376,203,227,273,2504,42279
2024-01-19,0,2,8,0,73804,1479,1839,1993,8200,4041,91356
2024-01-19,0,2,8,1,2390,20,21,32,12,106,2581
2024-01-19,0,2,26,1,19170,187,137,13,26,2245,21778
2024-01-19,0,2,44,0,103244,3939,2314,3165,7124,7849,127635
2024-01-19,0,2,44,1,4388,46,129,15,18,312,4908
2024-01-19,0,2,43,1,18200,160,74,104,120,936,19594
2024-01-19,0,2,24,1,2429,41,93,0,0,47,2610
2024-01-19,0,2,10,0,90060,1774,2068,1165,1217,4122,100406
2024-01-19,0,2,10,1,6766,131,93,187,183,437,7797
2024-01-19,0,2,18,0,72485,5255,6024,5485,11559,3336,104144
2024-01-19,0,2,45,0,37235,990,2604,3622,5302,1127,50880
2024-01-19,0,2,34,0,64101,1548,1993,907,2091,2488,73128
2024-01-19,0,2,28,0,73978,1772,1269,960,882,4670,83531
2024-01-19,0,2,37,0,14001,718,596,1882,4507,1166,22870
2024-01-19,0,2,48,0,68198,3410,2290,2617,4877,4244,85636
2024-01-19,0,2,1,0,126304,3219,6841,6425,9684,3102,155575
2024-01-19,0,2,49,0,89992,5010,2551,3988,3145,4877,109563
2024-01-19,0,2,46,0,7958,415,466,621,1580,290,11330
2024-01-19,0,2,11,0,125488,4106,3424,3286,3477,6961,146742
2024-01-19,0,2,2,0,96820,3294,2703,3910,7153,3815,117695
2024-01-19,1,1,0,0,201305,8519,30925,26799,7605,26087,301240
2024-01-19,1,1,0,1,40945,1651,3561,2984,1374,5818,56333
2024-01-19,1,1,8,0,7156,239,767,1180,385,947,10674
2024-01-19,1,1,8,1,3916,62,59,170,28,25,4260
2024-01-19,1,1,26,1,8443,109,279,342,155,1170,10498
2024-01-19,1,1,44,0,7272,521,871,603,312,1269,10848
2024-01-19,1,1,44,1,488,9,8,4,0,70,579
2024-01-19,1,1,42,1,14294,452,614,326,912,916,17514
2024-01-19,1,1,43,1,5109,161,246,264,96,727,6603
2024-01-19,1,1,24,1,2164,55,112,0,0,35,2366
2024-01-19,1,1,10,0,5344,162,343,211,50,664,6774
2024-01-19,1,1,10,1,428,20,15,42,8,76,589
2024-01-19,1,1,18,0,4119,309,1679,1203,397,498,8205
2024-01-19,1,1,45,0,713,36,180,226,53,48,1256
2024-01-19,1,1,34,0,2090,51,183,229,50,276,2879
2024-01-19,1,1,28,0,4947,163,271,199,70,771,6421
2024-01-19,1,1,37,0,1240,96,545,750,230,249,3110
2024-01-19,1,1,48,0,1711,142,446,287,78,225,2889
2024-01-19,1,1,1,0,2716,111,522,402,138,253,4142
2024-01-19,1,1,49,0,1461,87,256,251,43,267,2365
2024-01-19,1,1,46,0,355,10,90,75,21,44,595
2024-01-19,1,1,11,0,9710,342,1088,918,288,1314,13660
2024-01-19,1,1,2,0,5885,196,669,505,150,714,8119
2024-01-19,1,2,0,0,2390897,85393,93177,82233,148812,111358,2911870
2024-01-19,1,2,0,1,588045,16290,13210,11298,16536,32795,678174
2024-01-19,1,2,27,1,41891,416,234,272,293,2650,45756
2024-01-19,1,2,8,0,70008,1505,1797,1958,7280,3922,86470
2024-01-19,1,2,8,1,2789,25,22,30,18,135,3019
2024-01-19,1,2,26,1,16132,182,145,21,37,1855,18372
2024-01-19,1,2,44,0,100606,3871,2243,3050,7108,7569,124447
2024-01-19,1,2,44,1,6205,78,159,19,15,431,6907
2024-01-19,1,2,43,1,81814,1579,723,896,1374,4342,90728
2024-01-19,1,2,10,0,85369,1733,2027,1123,1208,4075,95535
2024-01-19,1,2,10,1,6761,132,85,179,109,418,7684
2024-01-19,1,2,18,0,73931,5265,5855,5414,11419,3468,105352
2024-01-19,1,2,45,0,36982,980,2593,3659,5422,1118,50754
2024-01-19,1,2,34,0,62828,1535,1962,854,2158,2485,71822
2024-01-19,1,2,28,0,73094,1805,1292,937,817,4713,82658
2024-01-19,1,2,37,0,13214,729,598,1862,5488,1159,23050
2024-01-19,1,2,48,0,68891,3436,2327,2648,4888,4278,86468
2024-01-19,1,2,1,0,122393,3030,6631,6031,9607,3009,150701
2024-01-19,1,2,49,0,87643,4998,2548,4063,3079,4806,107137
2024-01-19,1,2,46,0,7308,423,473,586,1532,277,10599
2024-01-19,1,2,11,0,120305,3986,3425,3168,3486,6724,141094
2024-01-19,1,2,2,0,100204,3340,2762,3921,7246,3929,121402
2024-01-12,0,1,0,0,195072,8274,30457,25786,7870,2296,269755
2024-01-12,0,1,0,1,38546,1573,3246,2624,1189,5474,52652
2024-01-12,0,1,8,0,8382,238,898,1115,677,61,11371
2024-01-12,0,1,8,1,3311,0,84,209,26,21,3651
2024-01-12,0,1,26,1,6729,141,285,264,151,874,8444
2024-01-12,0,1,44,0,4870,357,643,590,275,900,7635
2024-01-12,0,1,44,1,338,6,14,1,0,57,416
2024-01-12,0,1,42,1,17129,453,664,418,773,1024,20461
2024-01-12,0,1,43,1,1120,15,33,44,24,23,1259
2024-01-12,0,1,10,0,5811,145,313,242,36,48,6595
2024-01-12,0,1,10,1,402,16,13,32,9,79,551
2024-01-12,0,1,18,0,4131,283,1339,1119,469,38,7379
2024-01-12,0,1,45,0,511,26,199,245,62,46,1089
2024-01-12,0,1,34,0,2258,56,180,268,54,23,2839
2024-01-12,0,1,28,0,4885,127,221,148,69,433,5883
2024-01-12,0,1,37,0,1374,90,519,1129,197,37,3346
2024-01-12,0,1,48,0,1154,132,484,326,63,193,2352
2024-01-12,0,1,1,0,2806,183,497,555,144,13,4198
2024-01-12,0,1,49,0,1305,78,235,173,18,15,1824
2024-01-12,0,1,46,0,346,9,100,78,16,40,589
2024-01-12,0,1,11,0,10089,349,1006,637,232,361,12674
2024-01-12,0,1,2,0,5947,311,592,502,146,85,7583
2024-01-12,0,2,0,0,2357979,83550,89598,81644,148303,109998,2871072
2024-01-12,0,2,0,1,550100,16138,12711,10520,17081,30617,637167
2024-01-12,0,2,27,1,38484,350,196,242,236,2502,42010
2024-01-12,0,2,8,0,74888,1495,1780,1828,9091,4030,93112
2024-01-12,0,2,8,1,2345,23,10,2,16,108,2504
2024-01-12,0,2,26,1,19254,188,129,14,42,2328,21955
2024-01-12,0,2,44,0,101794,3816,2314,3167,6651,7554,125296
2024-01-12,0,2,44,1,4526,44,138,7,4,292,5011
2024-01-12,0,2,43,1,18421,156,79,45,200,913,19814
2024-01-12,0,2,24,1,2830,51,94,0,0,63,3038
2024-01-12,0,2,10,0,91005,1760,2094,1157,1199,4219,101434
2024-01-12,0,2,10,1,6950,139,83,167,231,480,8050
2024-01-12,0,2,18,0,69313,5158,6284,5430,11417,3254,100856
2024-01-12,0,2,45,0,35551,1015,2543,3598,5350,1169,49226
2024-01-12,0,2,34,0,65040,1589,1848,865,1968,2620,73930
2024-01-12,0,2,28,0,72424,1703,1213,990,1080,4613,82023
2024-01-12,0,2,37,0,13765,718,596,1904,4341,1241,22565
2024-01-12,0,2,48,0,68100,3689,2329,2468,4755,4197,85538
2024-01-12,0,2,1,0,122847,3253,7003,6345,9529,3063,152040
2024-01-12,0,2,49,0,87665,4824,2616,3956,2990,4824,106875
2024-01-12,0,2,46,0,7682,419,443,611,1416,289,10860
2024-01-12,0,2,11,0,123936,4053,3552,2833,3245,6937,144556
2024-01-12,0,2,2,0,97494,3493,2727,3859,7396,3752,118721
2024-01-12,1,1,0,0,202645,8603,31526,27563,7949,26048,304334
2024-01-12,1,1,0,1,40483,1599,3537,2934,1380,5921,55854
2024-01-12,1,1,8,0,7084,276,811,1410,429,1004,11014
2024-01-12,1,1,8,1,4138,47,45,223,27,31,4511
2024-01-12,1,1,26,1,8811,137,290,271,194,1219,10922
2024-01-12,1,1,44,0,7419,465,876,703,271,1252,10986
2024-01-12,1,1,44,1,426,8,13,3,0,56,506
2024-01-12,1,1,42,1,14152,439,661,426,792,844,17314
2024-01-12,1,1,43,1,4982,122,273,333,96,728,6534
2024-01-12,1,1,24,1,2750,50,91,0,0,51,2942
2024-01-12,1,1,10,0,5400,151,337,244,47,691,6870
2024-01-12,1,1,10,1,403,18,11,35,13,66,546
2024-01-12,1,1,18,0,4041,312,1577,1144,427,467,7968
2024-01-12,1,1,45,0,669,28,185,222,51,56,1211
2024-01-12,1,1,34,0,2076,47,193,249,53,285,2903
2024-01-12,1,1,28,0,5055,143,306,208,94,779,6585
2024-01-12,1,1,37,0,1318,78,524,849,270,242,3281
2024-01-12,1,1,48,0,1748,137,487,313,73,230,2988
2024-01-12,1,1,1,0,2799,132,547,444,141,254,4317
2024-01-12,1,1,49,0,1502,94,260,182,18,262,2318
2024-01-12,1,1,46,0,336,10,98,66,13,31,554
2024-01-12,1,1,11,0,10416,401,1161,781,321,1417,14497
2024-01-12,1,1,2,0,5923,244,687,540,153,737,8284
2024-01-12,1,2,0,0,2381019,85370,93732,84407,159219,111651,2915398
2024-01-12,1,2,0,1,582839,16706,13335,11153,17591,32473,674097
2024-01-12,1,2,27,1,41505,355,226,285,250,2653,45274
2024-01-12,1,2,8,0,71551,1523,1780,1800,7819,3977,88450
2024-01-12,1,2,8,1,2818,22,14,2,32,138,3026
2024-01-12,1,2,26,1,16229,180,120,25,51,1824,18429
2024-01-12,1,2,44,0,99113,3764,2242,3099,6628,7406,122252
2024-01-12,1,2,44,1,5634,62,157,16,15,371,6255
2024-01-12,1,2,43,1,81601,1525,683,769,1592,4263,90433
2024-01-12,1,2,10,0,86546,1714,2065,1137,1185,4123,96770
2024-01-12,1,2,10,1,6736,133,74,162,166,460,7731
2024-01-12,1,2,18,0,71358,5086,5866,5253,11101,3413,102077
2024-01-12,1,2,45,0,35268,997,2527,3617,5432,1162,49003
2024-01-12,1,2,34,0,63097,1578,1835,870,1988,2580,71948
2024-01-12,1,2,28,0,72962,1794,1283,949,1050,4685,82723
2024-01-12,1,2,37,0,13259,730,623,1938,5500,1203,23253
2024-01-12,1,2,48,0,69127,3772,2384,2393,4854,4222,86752
2024-01-12,1,2,1,0,118463,3020,6762,5910,9265,2964,146384
2024-01-12,1,2,49,0,85959,4833,2616,4021,2943,4784,105156
2024-01-12,1,2,46,0,6769,414,433,592,1407,273,9888
2024-01-12,1,2,11,0,120852,3991,3605,2857,3269,6816,141390
2024-01-12,1,2,2,0,100034,3521,2764,3890,7470,3866,121545
2024-01-13,0,1,0,0,209529,4075,12380,10040,3174,2006,241204
2024-01-13,0,1,0,1,40945,862,1434,984,664,5036,49925
2024-01-13,0,1,8,0,9454,105,396,330,295,40,10620
2024-01-13,0,1,8,1,7659,0,70,9,12,28,7778
2024-01-13,0,1,26,1,6302,58,124,155,52,693,7384
2024-01-13,0,1,44,0,5010,146,292,190,141,783,6562
2024-01-13,0,1,44,1,302,8,6,0,1,39,356
2024-01-13,0,1,42,1,12680,148,313,128,640,738,14647
2024-01-13,0,1,43,1,957,13,11,12,29,13,1035
2024-01-13,0,1,10,0,6649,125,157,87,25,41,7084
2024-01-13,0,1,10,1,341,10,10,5,5,35,406
2024-01-13,0,1,18,0,4724,159,625,388,181,24,6101
2024-01-13,0,1,45,0,581,19,81,96,14,66,857
2024-01-13,0,1,34,0,2495,27,85,60,16,18,2701
2024-01-13,0,1,28,0,4712,54,82,66,14,411,5339
2024-01-13,0,1,37,0,1290,21,153,289,49,27,1829
2024-01-13,0,1,48,0,819,65,129,71,45,147,1276
2024-01-13,0,1,1,0,3120,72,161,187,59,13,3612
2024-01-13,0,1,49,0,1114,26,97,83,18,4,1342
2024-01-13,0,1,46,0,289,7,23,13,6,38,376
2024-01-13,0,1,11,0,9475,157,352,234,97,271,10586
2024-01-13,0,1,2,0,6814,155,304,221,50,83,7627
2024-01-13,0,2,0,0,2339470,39886,59474,35529,67269,90816,2632444
2024-01-13,0,2,0,1,531045,7437,8249,4565,8330,24819,584445
2024-01-13,0,2,27,1,37069,237,153,86,145,1981,39671
2024-01-13,0,2,8,0,83761,763,1177,694,4271,3597,94263
2024-01-13,0,2,8,1,4116,11,14,2,5,153,4301
2024-01-13,0,2,26,1,18165,123,117,4,27,1705,20141
2024-01-13,0,2,44,0,95569,1549,1573,887,3716,5597,108891
2024-01-13,0,2,44,1,3952,22,94,6,1,202,4277
2024-01-13,0,2,43,1,14645,89,33,35,205,573,15580
2024-01-13,0,2,24,1,4538,31,95,0,0,71,4735
2024-01-13,0,2,10,0,110392,827,1711,660,575,4152,118317
2024-01-13,0,2,10,1,5075,50,36,29,146,261,5597
2024-01-13,0,2,18,0,73048,1703,3186,2309,5265,3120,88631
2024-01-13,0,2,45,0,36827,399,1567,1456,2518,1185,43952
2024-01-13,0,2,34,0,72671,806,1431,396,706,2450,78460
2024-01-13,0,2,28,0,64513,812,862,521,551,3265,70524
2024-01-13,0,2,37,0,12377,287,323,886,1327,997,16197
2024-01-13,0,2,48,0,51657,1091,651,635,2044,2628,58706
2024-01-13,0,2,1,0,130284,1166,5584,2374,4157,3044,146609
2024-01-13,0,2,49,0,76869,1475,1146,1727,1403,3320,85940
2024-01-13,0,2,46,0,5693,122,216,192,458,183,6864
2024-01-13,0,2,11,0,107777,1428,1716,1111,1623,5168,118823
2024-01-13,0,2,2,0,109984,1825,2005,1957,3635,3446,122852
2024-01-13,1,1,0,0,219695,4312,12953,11209,3496,26707,278372
2024-01-13,1,1,0,1,41403,872,1577,1094,475,5357,50778
2024-01-13,1,1,8,0,8226,116,296,577,187,1046,10448
2024-01-13,1,1,8,1,9087,35,49,12,23,38,9244
2024-01-13,1,1,26,1,8025,59,156,145,99,909,9393
2024-01-13,1,1,44,0,7378,194,375,234,128,1084,9393
2024-01-13,1,1,44,1,461,5,5,3,0,47,521
2024-01-13,1,1,42,1,11123,164,284,128,622,672,12993
2024-01-13,1,1,43,1,4864,72,142,163,42,627,5910
2024-01-13,1,1,24,1,3858,19,120,0,0,58,4055
2024-01-13,1,1,10,0,6323,102,181,104,20,728,7458
2024-01-13,1,1,10,1,372,9,9,6,4,54,454
2024-01-13,1,1,18,0,4423,149,631,401,155,570,6329
2024-01-13,1,1,45,0,762,13,77,107,17,76,1052
2024-01-13,1,1,34,0,2251,29,80,79,16,261,2716
2024-01-13,1,1,28,0,4915,70,129,101,15,672,5902
2024-01-13,1,1,37,0,1204,24,169,231,75,234,1937
2024-01-13,1,1,48,0,1112,68,127,79,36,151,1573
2024-01-13,1,1,1,0,3131,59,191,176,72,304,3933
2024-01-13,1,1,49,0,1420,27,115,89,19,215,1885
2024-01-13,1,1,46,0,295,4,23,19,2,30,373
2024-01-13,1,1,11,0,9004,147,398,277,128,1228,11182
2024-01-13,1,1,2,0,6768,129,362,271,59,808,8397
2024-01-13,1,2,0,0,2385354,41349,61925,38350,75327,93129,2695434
2024-01-13,1,2,0,1,543927,7737,8733,5285,9093,25568,600343
2024-01-13,1,2,27,1,39920,230,156,127,154,2175,42762
2024-01-13,1,2,8,0,79303,795,1188,750,3628,3501,89165
2024-01-13,1,2,8,1,5188,17,10,1,10,202,5428
2024-01-13,1,2,26,1,15528,111,110,4,31,1403,17187
2024-01-13,1,2,44,0,93255,1524,1559,866,3741,5353,106298
2024-01-13,1,2,44,1,5575,31,101,6,0,278,5991
2024-01-13,1,2,43,1,70194,729,378,402,857,2767,75327
2024-01-13,1,2,10,0,105603,832,1701,640,577,4048,113401
2024-01-13,1,2,10,1,5887,62,31,40,120,320,6460
2024-01-13,1,2,18,0,72798,1737,3030,2319,5313,3149,88346
2024-01-13,1,2,45,0,37122,395,1564,1498,2592,1180,44351
2024-01-13,1,2,34,0,71757,799,1405,398,690,2403,77452
2024-01-13,1,2,28,0,63492,834,898,517,579,3287,69607
2024-01-13,1,2,37,0,11861,304,326,884,1704,964,16043
2024-01-13,1,2,48,0,52966,1159,656,647,2056,2716,60200
2024-01-13,1,2,1,0,126390,1078,5468,2289,4107,2943,142275
2024-01-13,1,2,49,0,76036,1467,1135,1743,1413,3366,85160
2024-01-13,1,2,46,0,5097,120,221,197,428,189,6252
2024-01-13,1,2,11,0,102184,1409,1772,1202,1701,4884,113152
2024-01-13,1,2,2,0,112684,1823,2044,2076,3714,3653,125994
2024-01-16,0,1,0,0,172704,8168,31254,27648,8546,2252,250572
2024-01-16,0,1,0,1,36772,1610,3478,2639,1071,5423,50993
2024-01-16,0,1,8,0,7502,240,989,1047,660,75,10513
2024-01-16,0,1,8,1,3046,0,79,180,35,27,3367
2024-01-16,0,1,26,1,6059,126,276,441,228,754,7884
2024-01-16,0,1,44,0,4298,334,691,519,212,830,6884
2024-01-16,0,1,44,1,295,9,4,1,0,53,362
2024-01-16,0,1,42,1,15497,492,690,355,706,989,18729
2024-01-16,0,1,43,1,1024,17,33,110,20,16,1220
2024-01-16,0,1,10,0,4770,168,309,264,36,46,5593
2024-01-16,0,1,10,1,392,19,15,42,8,78,554
2024-01-16,0,1,18,0,3579,399,1630,1195,471,36,7310
2024-01-16,0,1,45,0,458,33,232,280,48,47,1098
2024-01-16,0,1,34,0,1800,73,182,307,72,14,2448
2024-01-16,0,1,28,0,4423,125,176,179,61,433,5397
2024-01-16,0,1,37,0,1184,97,553,937,225,42,3038
2024-01-16,0,1,48,0,1180,142,497,299,90,181,2389
2024-01-16,0,1,1,0,2338,183,533,554,145,11,3764
2024-01-16,0,1,49,0,1061,64,221,285,26,8,1665
2024-01-16,0,1,46,0,256,7,110,72,22,32,499
2024-01-16,0,1,11,0,9177,305,1048,738,198,343,11809
2024-01-16,0,1,2,0,5529,296,625,505,179,74,7208
2024-01-16,0,2,0,0,2098449,85606,89076,86814,153540,101131,2614616
2024-01-16,0,2,0,1,535832,16862,12926,11145,16875,30451,624091
2024-01-16,0,2,27,1,36786,332,203,366,169,2571,40427
2024-01-16,0,2,8,0,66321,1483,1764,1756,8998,3815,84137
2024-01-16,0,2,8,1,2208,15,11,3,16,107,2360
2024-01-16,0,2,26,1,17953,192,129,14,55,2251,20594
2024-01-16,0,2,44,0,93893,3886,2374,2916,6393,7281,116743
2024-01-16,0,2,44,1,3912,38,129,16,5,280,4380
2024-01-16,0,2,43,1,17538,170,79,58,187,870,18902
2024-01-16,0,2,24,1,2090,62,95,0,0,58,2305
2024-01-16,0,2,10,0,69670,1770,2037,1337,1164,3690,79668
2024-01-16,0,2,10,1,6838,141,99,165,257,475,7975
2024-01-16,0,2,18,0,57470,4874,5646,5295,11307,2732,87324
2024-01-16,0,2,45,0,24188,1038,2650,4136,5843,747,38602
2024-01-16,0,2,34,0,48485,1715,1944,903,2233,2201,57481
2024-01-16,0,2,28,0,68055,1736,1265,989,1049,4420,77514
2024-01-16,0,2,37,0,12248,722,628,1904,4929,1110,21541
2024-01-16,0,2,48,0,64014,3536,2422,2611,4864,4078,81525
2024-01-16,0,2,1,0,98431,3330,6749,7068,10711,2536,128825
2024-01-16,0,2,49,0,73382,4750,2512,4117,3324,4231,92316
2024-01-16,0,2,46,0,6447,395,425,717,1642,208,9834
2024-01-16,0,2,11,0,115547,4117,3615,3145,3269,6444,136137
2024-01-16,0,2,2,0,87721,3527,2554,4117,7544,3504,108967
2024-01-16,1,1,0,0,178722,8493,32256,28619,8148,23325,279563
2024-01-16,1,1,0,1,38236,1666,3908,3018,1463,5654,53945
2024-01-16,1,1,8,0,6416,257,865,1254,443,878,10113
2024-01-16,1,1,8,1,3347,47,43,186,33,39,3695
2024-01-16,1,1,26,1,8381,118,289,466,274,1197,10725
2024-01-16,1,1,44,0,6889,511,944,711,290,1192,10537
2024-01-16,1,1,44,1,379,9,9,3,0,67,467
2024-01-16,1,1,42,1,14194,452,658,364,724,929,17321
2024-01-16,1,1,43,1,4520,160,327,443,79,686,6215
2024-01-16,1,1,24,1,2254,53,104,0,0,56,2467
2024-01-16,1,1,10,0,4709,145,377,242,39,628,6140
2024-01-16,1,1,10,1,363,17,13,34,3,71,501
2024-01-16,1,1,18,0,3757,336,1715,1112,409,450,7779
2024-01-16,1,1,45,0,594,23,222,238,61,44,1182
2024-01-16,1,1,34,0,1734,69,209,224,69,213,2518
2024-01-16,1,1,28,0,4479,141,252,218,64,666,5820
2024-01-16,1,1,37,0,1164,85,516,767,238,234,3004
2024-01-16,1,1,48,0,1641,122,496,296,72,221,2848
2024-01-16,1,1,1,0,2375,97,597,431,166,223,3889
2024-01-16,1,1,49,0,1231,93,260,333,29,202,2148
2024-01-16,1,1,46,0,309,11,98,66,19,31,534
2024-01-16,1,1,11,0,9303,370,1249,796,269,1229,13216
2024-01-16,1,1,2,0,5367,250,699,546,192,612,7666
